Code,nama,nama.1,energi_kkal,protein_g,lemak_g,karbohidrat_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,isValidated,validatedBy
ZIN0280,santan kelapa saja,santan kelapa saja,353.967495016,3.3,0.0,33.5,0.0,15.2,0.0,3.0,0.0,26.0,0.0,0.0,356.0,0.0,0.0,1.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0281,sawo,sawo,82.934990392,0.3,0.0,0.6,0.0,21.4,0.0,8.0,0.0,4.0,0.0,0.0,161.0,7.0,0.0,1.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0282,sawo bludru,sawo bludru,82.934990392,0.3,0.0,0.6,0.0,21.4,0.0,8.0,0.0,4.0,0.0,0.0,161.0,7.0,0.0,1.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0283,sawo duren,sawo duren,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0284,Semangka,Semangka,32.026768624,0.6,0.0,0.4,0.0,7.2,0.0,10.0,0.0,2.0,0.0,0.0,116.0,37.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0285,semangka muda,semangka muda,32.026768624,0.6,0.0,0.4,0.0,7.2,0.0,10.0,0.0,2.0,0.0,0.0,116.0,37.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0286,menyiapkan pepaya,menyiapkan pepaya,38.957934968,0.6,0.0,0.1,0.0,9.8,0.0,62.0,0.0,38.0,0.0,0.0,257.0,135.0,0.0,1.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0287,tuan,tuan,70.028680648,0.7,0.0,0.3,0.0,17.8,0.0,38.0,0.0,3.0,0.0,0.0,183.0,5.0,0.0,2.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0288,srikaya,srikaya,79.110898616,1.2,0.0,0.2,0.0,20.2,0.0,69.0,0.0,2.0,0.0,0.0,250.0,4.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0289,sukun,sukun,103.011472216,1.1,0.0,0.2,0.0,27.1,0.0,29.0,0.0,10.0,0.0,0.0,490.0,4.0,0.0,1.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0290,talok kersen,talok kersen,30.114722736,0.1,0.0,0.2,0.0,7.7,0.0,3.0,0.0,2.0,0.0,0.0,58.0,3.0,0.0,1.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0291,alpokat,alpokat,161.089866064,2.0,0.0,15.3,0.0,7.4,0.0,8.0,0.0,62.0,0.0,0.0,599.0,6.0,0.0,1.0,0.0,0.11,0.0,True,www.nutrisurvey.de
ZIN0292,asparagus putih segar,asparagus putih segar,12.906309744,1.0,0.0,0.2,0.0,2.1,0.0,4.0,0.0,56.0,0.0,0.0,158.0,33.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0293,bawang merah,bawang merah,43.977055424,1.4,0.0,0.2,0.0,10.2,0.0,5.0,0.0,15.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0294,bawang putih,bawang putih,87.954110848,2.8,0.0,0.4,0.0,20.4,0.0,10.0,0.0,30.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0295,bayam merah,bayam merah,37.04588908,3.7,0.0,0.2,0.0,7.3,0.0,33.0,0.0,104.0,0.0,0.0,550.0,519.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0296,bayam segar,bayam segar,37.04588908,3.7,0.0,0.2,0.0,7.3,0.0,33.0,0.0,104.0,0.0,0.0,550.0,519.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0297,bengkuang,bengkuang,43.977055424,1.4,0.0,0.2,0.0,10.2,0.0,5.0,0.0,15.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0298,bening bayam belu,bening bayam belu,7.887189288,1.0,0.0,0.1,0.0,1.3,0.0,3.0,0.0,48.0,0.0,0.0,154.0,270.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0299,bening selada air dan kangkung belu,bening selada air dan kangkung belu,329.110898472,3.9,0.0,14.8,0.0,48.0,0.4,20.0,0.0,41.0,0.0,0.0,243.0,98.0,0.0,1.0,0.0,0.1,0.0,True,www.nutrisurvey.de
ZIN0300,bening selada air belu,bening selada air belu,21.032504768,1.0,0.0,0.4,0.0,4.3,0.0,19.0,0.0,19.0,0.0,0.0,92.0,12.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0301,tekokak,tekokak,39.913957912,1.8,0.0,0.6,0.0,8.6,0.0,12.0,0.0,40.0,0.0,0.0,384.0,58.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0302,terong putih mentah,terong putih mentah,27.963671112,0.8,0.0,0.2,0.0,6.6,0.0,1.0,0.0,14.0,0.0,0.0,248.0,6.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0303,terong belanda ungu,terong belanda ungu,27.963671112,0.8,0.0,0.2,0.0,6.6,0.0,1.0,0.0,14.0,0.0,0.0,248.0,6.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0304,tumis bayam dan sawi belu,tumis bayam dan sawi belu,93.929254248,1.2,0.0,10.1,0.0,1.2,0.0,12.0,0.0,41.0,0.0,0.0,117.0,182.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0305,tomat muda,tomat muda,21.032504768,0.9,0.0,0.3,0.0,4.6,0.0,19.0,0.0,15.0,0.0,0.0,222.0,87.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0306,tumis buah pepaya muda belu,tumis buah pepaya muda belu,44.933078368,0.4,0.0,2.1,0.0,7.0,0.0,44.0,0.0,27.0,0.0,0.0,182.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0307,tumis bayam dan sawi dan timun belu,tumis bayam dan sawi dan timun belu,61.902485624,1.3,0.0,6.1,0.0,1.7,0.0,12.0,0.0,40.0,0.0,0.0,140.0,168.0,0.0,1.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0308,tumis buah labu waluh belu,tumis buah labu waluh belu,31.07074568,0.1,0.0,3.1,0.0,1.2,0.0,1.0,0.0,4.0,0.0,0.0,61.0,56.0,0.0,0.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0309,tumis bayam belu,tumis bayam belu,65.96558313599999,0.7,0.0,7.1,0.0,0.9,0.0,2.0,0.0,35.0,0.0,0.0,112.0,197.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0310,tomat masak,tomat masak,21.032504768,0.9,0.0,0.3,0.0,4.6,0.0,19.0,0.0,15.0,0.0,0.0,222.0,87.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0311,tumis pucuk labu waluh belu,tumis pucuk labu waluh belu,44.933078368,0.1,0.0,5.0,0.0,0.5,0.0,3.0,0.0,13.0,0.0,0.0,22.0,61.0,0.0,0.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0312,tumis daun singkong belu,tumis daun singkong belu,47.084129992,3.0,0.0,2.2,0.0,5.8,0.0,26.0,0.0,83.0,0.0,0.0,440.0,415.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0313,tumis kangkung belu,tumis kangkung belu,92.01720836,2.2,0.0,9.2,0.0,2.0,0.0,24.0,0.0,69.0,0.0,0.0,192.0,288.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0314,tumis selada air belu,tumis selada air belu,195.028680576,0.4,0.0,22.1,0.0,0.8,0.0,2.0,0.0,22.0,0.0,0.0,63.0,13.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0315,tumis kacang panjang belu,tumis kacang panjang belu,21.032504768,0.7,0.0,1.1,0.0,2.8,0.0,4.0,0.0,12.0,0.0,0.0,108.0,24.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0316,tumis selada air kangkung,tumis selada air kangkung,53.059273392,0.9,0.0,5.1,0.0,1.5,0.0,5.0,0.0,42.0,0.0,0.0,117.0,56.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0317,tumis sawi,tumis sawi,27.963671112,1.7,0.0,2.1,0.0,1.6,0.0,19.0,0.0,54.0,0.0,0.0,149.0,224.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0318,tumis terong belu,tumis terong belu,23.9005736,0.7,0.0,0.2,0.0,5.7,0.0,1.0,0.0,12.0,0.0,0.0,213.0,5.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0319,blusdru,blusdru,20.076481824,0.9,0.0,0.3,0.0,4.3,0.0,6.0,0.0,20.0,0.0,0.0,192.0,29.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0320,uceng,uceng,83.891013336,5.4,0.0,0.2,0.0,15.6,0.0,14.0,0.0,63.0,0.0,0.0,271.0,60.0,0.0,0.0,0.0,0.26,0.0,True,www.nutrisurvey.de
ZIN0321,waluh kuning mentah,waluh kuning mentah,20.076481824,0.5,0.0,0.3,0.0,4.4,0.0,5.0,0.0,14.0,0.0,0.0,219.0,201.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0322,waluh beligo,waluh beligo,20.076481824,0.9,0.0,0.3,0.0,4.3,0.0,6.0,0.0,20.0,0.0,0.0,192.0,29.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0323,buncis mentah,buncis mentah,34.894837456,1.9,0.0,0.3,0.0,7.9,0.0,10.0,0.0,33.0,0.0,0.0,299.0,67.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0324,bunga bawang merah,bunga bawang merah,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0325,bunga krandan,bunga krandan,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0326,cabe merah,cabe merah,27.007648168,1.0,0.0,0.3,0.0,5.8,0.0,146.0,0.0,16.0,0.0,0.0,141.0,471.0,0.0,1.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0327,cabe rawit,cabe rawit,318.116634616,12.0,0.0,17.3,0.0,56.6,0.0,76.0,0.0,88.0,0.0,0.0,2014.0,4161.0,0.0,1.0,0.0,0.33,0.0,True,www.nutrisurvey.de
ZIN0328,cesim,cesim,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0329,menyembuhkan kenikir,menyembuhkan kenikir,20.076481824,1.1,0.0,0.2,0.0,4.4,0.0,27.0,0.0,118.0,0.0,0.0,203.0,550.0,0.0,2.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0330,daun bawang,daun bawang,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0331,daun bawang merah,daun bawang merah,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0332,daun beluntas mentah,daun beluntas mentah,20.076481824,1.1,0.0,0.2,0.0,4.4,0.0,27.0,0.0,118.0,0.0,0.0,203.0,550.0,0.0,2.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0333,daun gambas mentah,daun gambas mentah,37.04588908,3.7,0.0,0.2,0.0,7.3,0.0,33.0,0.0,104.0,0.0,0.0,550.0,519.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0334,daun jambu mete muda,daun jambu mete muda,37.04588908,3.7,0.0,0.2,0.0,7.3,0.0,33.0,0.0,104.0,0.0,0.0,550.0,519.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0335,daun kacang panjang,daun kacang panjang,37.04588908,3.7,0.0,0.2,0.0,7.3,0.0,33.0,0.0,104.0,0.0,0.0,550.0,519.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0336,daun katuk mentah,daun katuk mentah,59.990439736,5.3,0.0,0.9,0.0,11.2,0.0,31.0,0.0,23.0,0.0,0.0,344.0,701.0,0.0,0.0,0.0,0.22,0.0,True,www.nutrisurvey.de
ZIN0337,daun kecipir mentah,daun kecipir mentah,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0338,daun kelor mentah,daun kelor mentah,59.990439736,5.3,0.0,0.9,0.0,11.2,0.0,31.0,0.0,23.0,0.0,0.0,344.0,701.0,0.0,0.0,0.0,0.22,0.0,True,www.nutrisurvey.de
ZIN0339,daun kemangi mentah,daun kemangi mentah,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0340,daun koro,daun koro,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0341,daun labu siam mentah,daun labu siam mentah,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0342,daun labu waluh mentah,daun labu waluh mentah,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0343,daun lompong,daun lompong,37.04588908,3.7,0.0,0.2,0.0,7.3,0.0,33.0,0.0,104.0,0.0,0.0,550.0,519.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0344,daun mangkokan mentah,daun mangkokan mentah,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0345,daun melinjo mentah,daun melinjo mentah,37.04588908,3.7,0.0,0.2,0.0,7.3,0.0,33.0,0.0,104.0,0.0,0.0,550.0,519.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0346,daun pepaya,daun pepaya,59.990439736,5.3,0.0,0.9,0.0,11.2,0.0,31.0,0.0,23.0,0.0,0.0,344.0,701.0,0.0,0.0,0.0,0.22,0.0,True,www.nutrisurvey.de
ZIN0347,daun singgrang,daun singgrang,20.076481824,1.1,0.0,0.2,0.0,4.4,0.0,27.0,0.0,118.0,0.0,0.0,203.0,550.0,0.0,2.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0348,daun singkong mentah,daun singkong mentah,37.04588908,3.7,0.0,0.2,0.0,7.3,0.0,33.0,0.0,104.0,0.0,0.0,550.0,519.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0349,cerita daun,cerita daun,37.04588908,3.7,0.0,0.2,0.0,7.3,0.0,33.0,0.0,104.0,0.0,0.0,550.0,519.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0350,daun tlepok,daun tlepok,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0351,daun ubi jalar,daun ubi jalar,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0352,gambas oyong mentah,gambas oyong mentah,20.076481824,0.9,0.0,0.3,0.0,4.3,0.0,6.0,0.0,20.0,0.0,0.0,192.0,29.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0353,genjer bengok,genjer bengok,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0354,gundho,gundho,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0355,jamur coklat mentah,jamur coklat mentah,27.007648168,2.2,0.0,0.5,0.0,5.1,0.0,4.0,0.0,18.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0356,jamur kuping segar,jamur kuping segar,27.007648168,2.2,0.0,0.5,0.0,5.1,0.0,4.0,0.0,18.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0357,jamur putih mentah,jamur putih mentah,27.007648168,2.2,0.0,0.5,0.0,5.1,0.0,4.0,0.0,18.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0358,jamur begitu,jamur begitu,27.007648168,2.2,0.0,0.5,0.0,5.1,0.0,4.0,0.0,18.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0359,jantung pisang segar,jantung pisang segar,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0360,kangkung,kangkung,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0361,kangkung mentah,kangkung mentah,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0362,kembang kool mentah,kembang kool mentah,25.09560228,1.4,0.0,0.3,0.0,5.4,0.0,32.0,0.0,43.0,0.0,0.0,246.0,13.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0363,kembang turi mentah,kembang turi mentah,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0364,ketimun mentah,ketimun mentah,12.906309744,0.7,0.0,0.1,0.0,2.8,0.0,5.0,0.0,13.0,0.0,0.0,144.0,21.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0365,kool merah putih mentah,kool merah putih mentah,21.988527712,1.0,0.0,0.4,0.0,4.5,0.0,20.0,0.0,20.0,0.0,0.0,97.0,13.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0366,krai mentimun,krai mentimun,12.906309744,0.7,0.0,0.1,0.0,2.8,0.0,5.0,0.0,13.0,0.0,0.0,144.0,21.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0367,kuah daging ayam belu,kuah daging ayam belu,74.09177816,7.0,0.0,4.9,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,47.0,10.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0368,kuah oseng bayam belu,kuah oseng bayam belu,21.032504768,0.5,0.0,2.0,0.0,0.5,0.0,6.0,0.0,16.0,0.0,0.0,44.0,67.0,0.0,0.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0369,kuah sayur kangkung belu,kuah sayur kangkung belu,5.019120456,0.8,0.0,0.1,0.0,0.7,0.0,9.0,0.0,25.0,0.0,0.0,69.0,103.0,0.0,1.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0370,kuah sayur sawi belu,kuah sayur sawi belu,6.931166344,0.8,0.0,0.1,0.0,1.1,0.0,10.0,0.0,25.0,0.0,0.0,87.0,108.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0371,labu air mentah,labu air mentah,20.076481824,0.9,0.0,0.3,0.0,4.3,0.0,6.0,0.0,20.0,0.0,0.0,192.0,29.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0372,labu kuning,labu kuning,38.957934968,0.9,0.0,0.6,0.0,8.8,0.0,10.0,0.0,28.0,0.0,0.0,437.0,401.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0373,labu siam mentah,labu siam mentah,20.076481824,0.9,0.0,0.3,0.0,4.3,0.0,6.0,0.0,20.0,0.0,0.0,192.0,29.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0374,lobak mentah,lobak mentah,12.906309744,0.7,0.0,0.1,0.0,2.8,0.0,5.0,0.0,13.0,0.0,0.0,144.0,21.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0375,lompong pari mentah,lompong pari mentah,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0376,loncang,loncang,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0377,pare pahit mentah,pare pahit mentah,20.076481824,0.9,0.0,0.3,0.0,4.3,0.0,6.0,0.0,20.0,0.0,0.0,192.0,29.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0378,pare ulo mentah,pare ulo mentah,20.076481824,0.9,0.0,0.3,0.0,4.3,0.0,6.0,0.0,20.0,0.0,0.0,192.0,29.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0379,pepes jamur,pepes jamur,27.007648168,2.2,0.0,0.5,0.0,5.1,0.0,4.0,0.0,18.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0380,rebung mentah,rebung mentah,12.906309744,1.0,0.0,0.2,0.0,2.1,0.0,4.0,0.0,56.0,0.0,0.0,158.0,33.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0381,rebus daun selada belu,rebus daun selada belu,293.021032336,6.7,0.0,2.9,0.0,62.1,0.0,1.0,0.0,35.0,0.0,0.0,271.0,9.0,0.0,1.0,0.0,0.33,0.0,True,www.nutrisurvey.de
ZIN0382,rebus daun singkong belu,rebus daun singkong belu,7.887189288,0.8,0.0,0.0,0.0,1.6,0.0,7.0,0.0,23.0,0.0,0.0,121.0,114.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0383,sambal tomat belu,sambal tomat belu,61.902485624,1.0,0.0,4.9,0.0,4.9,0.0,12.0,0.0,13.0,0.0,0.0,183.0,52.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0384,sambal tomat dan daging kuda belu,sambal tomat dan daging kuda belu,55.927342224,8.0,0.0,1.7,0.0,2.3,0.5,10.0,0.0,10.0,0.0,0.0,201.0,44.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0385,santan daun ubu campur daun pepaya bel,santan daun ubu campur daun pepaya bel,28.919694056,1.6,0.0,1.4,0.0,3.5,0.0,13.0,0.0,43.0,0.0,0.0,234.0,208.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0386,sate kentang,sate kentang,92.973231304,2.0,0.0,0.1,0.0,21.6,0.0,13.0,0.0,9.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.11,0.0,True,www.nutrisurvey.de
ZIN0387,sawi hijau,sawi hijau,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0388,sawi putih mentah,sawi putih mentah,15.057361368,2.3,0.0,0.2,0.0,2.1,0.0,25.0,0.0,73.0,0.0,0.0,202.0,303.0,0.0,2.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0389,sayur asem,sayur asem,48.99617588,1.8,0.0,2.7,0.0,5.7,0.0,13.0,0.0,25.0,0.0,0.0,164.0,80.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0390,sayur bayam,sayur bayam,11.9502868,1.5,0.0,0.2,0.0,1.9,0.0,5.0,0.0,73.0,0.0,0.0,233.0,410.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0391,sayur bayam jagung,sayur bayam jagung,37.04588908,1.6,0.0,0.5,0.0,8.3,0.0,4.0,0.0,43.0,0.0,0.0,168.0,168.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0392,sayur bayam wortel,sayur bayam wortel,18.881453144,1.0,0.0,0.1,0.0,4.1,0.0,3.0,0.0,34.0,0.0,0.0,166.0,785.0,0.0,1.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0393,sayur bening campur,sayur bening campur,32.982791568,1.2,0.0,0.3,0.0,7.5,0.0,3.0,0.0,27.0,0.0,0.0,142.0,473.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0394,sayur buah kelor,sayur buah kelor,25.09560228,0.3,0.0,0.2,0.0,6.3,0.0,5.0,0.0,9.0,0.0,0.0,66.0,32.0,0.0,1.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0395,sayur caisin,sayur caisin,10.994263856,0.5,0.0,0.2,0.0,2.3,0.0,10.0,0.0,10.0,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0396,sayur cokka-cokka,sayur cokka-cokka,10.994263856,0.5,0.0,0.2,0.0,2.3,0.0,10.0,0.0,10.0,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0397,sayur daun kelor,sayur daun kelor,7.887189288,1.2,0.0,0.1,0.0,1.1,0.0,13.0,0.0,37.0,0.0,0.0,101.0,152.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0398,sayur daun singkong,sayur daun singkong,61.902485624,1.9,0.0,5.1,0.0,3.7,0.0,17.0,0.0,52.0,0.0,0.0,275.0,260.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
